id,parent_id,level,objectid,objecttype,querystatus,querytime,querytype,message,created_time
143,2,2,10154819381600685_10154819488110685,data,fetched (200),54:04.4,Facebook:<post>/comments,I just keep a notebook to write or draw in and music near (whether it's on a phone or CD player). I used to take medication but had to stop since it was causing more anxiety.,2017-10-11T19:20:44+0000
144,2,2,10154819381600685_10154820597490685,data,fetched (200),54:04.4,Facebook:<post>/comments,Great idea will put one together and pass this on ty,2017-10-12T07:22:46+0000
145,2,2,10154819381600685_10154819443375685,data,fetched (200),54:04.4,Facebook:<post>/comments,I carry ativan and imodium.  Which is very aggravating because of the thoughts of potential necessity.,2017-10-11T18:51:51+0000
146,2,2,10154819381600685_10154819517840685,data,fetched (200),54:04.4,Facebook:<post>/comments,"Google ""everything is awful and i'm not ok"". That is the list that I try to follow when I'm just feeling like giving up. When things are tough. I usually only make it a couple numbers in. <3",2017-10-11T19:40:42+0000
147,2,2,10154819381600685_10154819407630685,data,fetched (200),54:04.4,Facebook:<post>/comments,"I always have something to fidget with, a single Xanax along with a copy of my prescription, some hard candy, a bag of either cereal or chips that I crush if I need to be destructive and headphones to block out noise or listen to music.",2017-10-11T18:30:22+0000
148,2,2,10154819381600685_10154819837110685,data,fetched (200),54:04.4,Facebook:<post>/comments,"Never realized I somewhat had one until now. TUMS for stomach pain, gum, and Tylenol. Typically, the gum helps the most in terms of the anxiety that comes with driving and TUMS similarly to what the author wrote. The tylenol is mostly for headaches which are more than likely caused from my overthinking or lack of sleep.",2017-10-11T22:27:11+0000
149,2,2,10154819381600685_10154822487380685,data,fetched (200),54:04.4,Facebook:<post>/comments,"My treatment center calls them self-soothe kits. 
I have 
Lotion, baby wipes, hard candy, little snack, just for today bookmark, list of phone numbers, my 4D's, and a few Tylenol pills so overdosing isn't an option, sometimes I add a little plush toy or a plastic toy.",2017-10-13T04:25:58+0000
150,2,2,10154819381600685_10154820082555685,data,fetched (200),54:04.4,Facebook:<post>/comments,"I keep mental thoughts and images of my three beautiful children. 
John is 6 years old has severe autism, and I have my beautiful twin girls Jazmin and Esmeralda who have no one else but me and they truly need me alive and well. 

My uncertainty and insecurities never fail me, but I try to push myself to live.",2017-10-12T00:49:41+0000
151,2,2,10154819381600685_10154820080875685,data,fetched (200),54:04.4,Facebook:<post>/comments,I carried my pocket-sized mindfulness book with me everywhere. I finally gave it away to someone who could use it now that I have them memorized. Very helpful to practice it when the going gets rough or even just to combat boredom or bad thoughts.,2017-10-12T00:48:18+0000
152,2,2,10154819381600685_10154820354140685,data,fetched (200),54:04.4,Facebook:<post>/comments,My Young Living Essential Oils (100% Therapeutic) aids in helping my thoughts and depression since losing my husband to suicide.  I've been a member for over a year and I wish I had known earlier!!!,2017-10-12T03:50:48+0000
153,2,2,10154819381600685_10154819838510685,data,fetched (200),54:04.4,Facebook:<post>/comments,"Most importantly: ID, insurance card, hotline numbers. 

Less important: bandaids and neosporin in case I get hurt and am prepared. Fidget cube, perfume or something that snells good to focus on, water bottle, snacks, fluffy sweater, headphones, ibuprofen,  chapstick, power bank and charger cord, hair ties.",2017-10-11T22:28:17+0000
154,2,2,10154819381600685_10154819726005685,data,fetched (200),54:04.4,Facebook:<post>/comments,Coloring books for adults. They are lifesaving for me.,2017-10-11T21:33:43+0000
155,2,2,10154819381600685_10154819400070685,data,fetched (200),54:04.4,Facebook:<post>/comments,Where is the ativan or CBD oil?,2017-10-11T18:24:55+0000
157,2,2,10154819381600685_10154819848650685,data,fetched (200),54:04.8,Facebook:<post>/comments,Never thought of putting together one of these.  Good idea to have handy. Great article.,2017-10-11T22:36:42+0000
158,2,2,10154819381600685_10154819884880685,data,fetched (200),54:04.8,Facebook:<post>/comments,This is something I've never thought of... I Will be implementing this in the future. ❤💜💙💙💛,2017-10-11T23:04:29+0000
159,2,2,10154819381600685_10154819549545685,data,fetched (200),54:04.8,Facebook:<post>/comments,"A notebook, a pen, water, candy, trail mix, clonazepam (if needed), water, patience...",2017-10-11T19:59:31+0000
160,2,2,10154819381600685_10154822197575685,data,fetched (200),54:04.8,Facebook:<post>/comments,I love that this person included essential oils.  They can be very good at grounding and uplifting.,2017-10-13T00:57:21+0000
161,2,2,10154819381600685_10154819401105685,data,fetched (200),54:04.8,Facebook:<post>/comments,"Always carry water, snacks, hard candies.",2017-10-11T18:25:50+0000
162,2,2,10154819381600685_10154819508290685,data,fetched (200),54:04.8,Facebook:<post>/comments,Matt Rogers lets make one together! What do u say?,2017-10-11T19:35:26+0000
163,2,2,10154819381600685_10154821398325685,data,fetched (200),54:04.8,Facebook:<post>/comments,Jamie Staniskis I need to do this. You might benefit as well,2017-10-12T16:54:13+0000
164,2,2,10154819381600685_10154819397930685,data,fetched (200),54:04.8,Facebook:<post>/comments,Wonderful idea! I should really do this because I swear my anxiety is getting worse.,2017-10-11T18:24:00+0000
165,2,2,10154819381600685_10154819756365685,data,fetched (200),54:04.8,Facebook:<post>/comments,"I have a rock in my van door, in my purse and beside my bed. When anxious I rub it or simply hold it.",2017-10-11T21:45:40+0000
166,2,2,10154819381600685_10154819412695685,data,fetched (200),54:04.8,Facebook:<post>/comments,One at the house & a portable one right down to the ice pack.,2017-10-11T18:33:40+0000
167,2,2,10154819381600685_10154819589540685,data,fetched (200),54:04.8,Facebook:<post>/comments,Yes but its only a tigers eye pendant.,2017-10-11T20:24:01+0000
168,2,2,10154819381600685_10154819465290685,data,fetched (200),54:04.8,Facebook:<post>/comments,Omg I have some Monq pens too that I keep on hand! I adore them,2017-10-11T19:05:47+0000
169,2,2,10154819381600685_10154819523430685,data,fetched (200),54:04.8,Facebook:<post>/comments,many years ago i studied for about sux months with a breathing therapist who helped me meditate - not an easy task. i recommend it as only a short respite from mental chaos.,2017-10-11T19:42:48+0000
170,2,2,10154819381600685_10154819620925685,data,fetched (200),54:04.8,Facebook:<post>/comments,"I don’t, but this is a great idea!",2017-10-11T20:43:20+0000
171,2,2,10154819381600685_10154822444425685,data,fetched (200),54:04.8,Facebook:<post>/comments,Monq i wanna try them so bad but they are so expensive,2017-10-13T03:51:32+0000
172,2,2,10154819381600685_10154819835055685,data,fetched (200),54:04.8,Facebook:<post>/comments,I do like those Monq herbal vapes. The calming one,2017-10-11T22:25:25+0000
173,2,2,10154819381600685_10154821737310685,data,fetched (200),54:04.8,Facebook:<post>/comments,Phone number to Dr Lipov in Chicago. The God Shot cured my cptsd. Get it done.,2017-10-12T20:17:15+0000
174,2,2,10154819381600685_10154820561070685,data,fetched (200),54:04.8,Facebook:<post>/comments,"Vitamin D, Vitamin C, gum, ice pack (breakable kind)  glow sticks, sunflowers seeds, dark chocolate - lots of it!",2017-10-12T06:37:43+0000
175,2,2,10154819381600685_10154819606810685,data,fetched (200),54:04.8,Facebook:<post>/comments,"I put in my gym bag my iPod , n in my iPod I carry pictures of my family",2017-10-11T20:35:52+0000
176,2,2,10154819381600685_10154819475555685,data,fetched (200),54:04.8,Facebook:<post>/comments,"Ear plugs, chocolate, rock, squeeze toy, photograph, ipod, sweater, written affirmations.  xo",2017-10-11T19:12:40+0000
177,2,2,10154819381600685_10154819413910685,data,fetched (200),54:04.8,Facebook:<post>/comments,,2017-10-11T18:34:31+0000
178,2,2,10154819381600685_10154819383415685,data,fetched (200),54:04.8,Facebook:<post>/comments,Counseling,2017-10-11T18:15:17+0000
179,2,2,10154819381600685_10154819508235685,data,fetched (200),54:04.8,Facebook:<post>/comments,Seems like a good idea.,2017-10-11T19:35:24+0000
180,2,2,10154819381600685_10154819945880685,data,fetched (200),54:04.8,Facebook:<post>/comments,God,2017-10-11T23:37:20+0000
181,2,2,10154819381600685_10154820486130685,data,fetched (200),54:04.8,Facebook:<post>/comments,Kass Munro we need to make kits,2017-10-12T05:37:17+0000
183,2,2,10154819381600685_10154820388050685,data,fetched (200),54:04.8,Facebook:<post>/comments,"My car keys, phone, xanax",2017-10-12T04:28:49+0000
184,2,2,10154819381600685_10154819389700685,data,fetched (200),54:04.8,Facebook:<post>/comments,ALWAYS LOVE ♡♡♡,2017-10-11T18:18:49+0000
185,2,2,10154819381600685_10154820321255685,data,fetched (200),54:04.8,Facebook:<post>/comments,That’s a lot of pills 🤔,2017-10-12T03:18:58+0000
186,2,2,10154819381600685_10154819401785685,data,fetched (200),54:04.8,Facebook:<post>/comments,Are those butt plugs???,2017-10-11T18:26:24+0000
187,2,2,10154819381600685_10154820606775685,data,fetched (200),54:04.8,Facebook:<post>/comments,I don't have one,2017-10-12T07:34:41+0000
188,2,2,10154819381600685_10154820951585685,data,fetched (200),54:04.8,Facebook:<post>/comments,Kayla Nagy,2017-10-12T12:54:29+0000
189,2,2,10154819381600685_10154820134885685,data,fetched (200),54:04.8,Facebook:<post>/comments,David Cole,2017-10-12T01:33:08+0000
190,2,2,10154819381600685_10154819939200685,data,fetched (200),54:04.8,Facebook:<post>/comments,Mary Blackberg ❤,2017-10-11T23:34:29+0000
191,2,2,10154819381600685_10154819839670685,data,fetched (200),54:04.8,Facebook:<post>/comments,Jay Pee,2017-10-11T22:29:14+0000
192,2,2,10154819381600685_10154820446510685,data,fetched (200),54:04.8,Facebook:<post>/comments,Matt Moody,2017-10-12T05:17:28+0000
193,2,2,10154819381600685_10154819609185685,data,fetched (200),54:04.8,Facebook:<post>/comments,Christine Bryant Wooten,2017-10-11T20:37:53+0000
194,2,2,10154819381600685_10154819522755685,data,fetched (200),54:04.8,Facebook:<post>/comments,Daniel Lawrence,2017-10-11T19:42:26+0000
195,2,2,10154819381600685_10154819516820685,data,fetched (200),54:04.8,Facebook:<post>/comments,https://imgur.com/gallery/pTsqcrw,2017-10-11T19:40:09+0000
196,2,2,10154819381600685_10154820359440685,data,fetched (200),54:04.8,Facebook:<post>/comments,Please help a hero that I loved dearly. Who lost his battle with mental health https://www.gofundme.com/john-king-funeral-costs any thing helps even just sharing this page,2017-10-12T03:55:44+0000
198,3,2,10154817213320685_10154822521810685,data,fetched (200),54:14.3,Facebook:<post>/comments,https://www.youtube.com/watch?v=6_FQomrZtKo&feature=youtu.be,2017-10-13T04:50:00+0000
200,4,2,10154812241530685_10154813088980685,data,fetched (200),54:22.3,Facebook:<post>/comments,"Be the one to be available, listen and show heartfelt concern.You never know what another person is going through.   I missed signs in my own sons life and I can't go back.",2017-10-08T21:20:42+0000
201,4,2,10154812241530685_10154812959125685,data,fetched (200),54:22.3,Facebook:<post>/comments,"Honestly- see this page it’s so helpful, but this weekend and what’s happened the day is a massive god dam trigger for me!! My head is full of emotions, spoke to a lovely lady last time though, hopefully speak to her again! Today’s just done it for me though 😕",2017-10-08T20:18:37+0000
202,4,2,10154812241530685_10154813987000685,data,fetched (200),54:22.3,Facebook:<post>/comments,Can someone please inbox me asap,2017-10-09T06:47:46+0000
204,5,2,10154805448865685_10154805543375685,data,fetched (200),54:27.0,Facebook:<post>/comments,Just took it . They recommended I go get help .,2017-10-05T19:28:18+0000
205,5,2,10154805448865685_10154808906025685,data,fetched (200),54:27.0,Facebook:<post>/comments,"U should give it a try, you will get so tired talking about it that u will cure yourself. I have been seeing someone for over 2 years. It really helps talking about it with a professional. ""even if u think they do not hear u, lol. Keeps me on my toes, but usually I stay afraid because of fear of falling deep into that pattern of thought, That is the scariest of all for me, but when I others hitting bottom, I share the understanding, because I want them to keep fighting for their lives. Keep busy doing things u enjoy even if u have no one to enjoy it with. After all, it is about us and our frame of mind and being.",2017-10-07T05:00:15+0000
206,5,2,10154805448865685_10154811262730685,data,fetched (200),54:27.0,Facebook:<post>/comments,I have alot of mental issues for 27-years life never gets better 😣,2017-10-08T03:37:13+0000
207,5,2,10154805448865685_10154810052510685,data,fetched (200),54:27.0,Facebook:<post>/comments,"Its energy & positive thought I'm lacking, drove 100 miles the other day to talk to a old friend, he was busy and I understood completely so I said gimme a call later , its been 4 days . Of course I have friends I just don't know them like I used to. Almost 52 years old , never had a wife, No kids, No Job, my brother never ever talks to me , thank God for my sisters & Mom.  I guess it could be worse & it is for a lot of other fine people out there, Maybe It will get better today :( :)",2017-10-07T16:40:35+0000
208,5,2,10154805448865685_10154808300170685,data,fetched (200),54:27.0,Facebook:<post>/comments,This is hard to see come across my news feed for the simple fact that I got a phone call this morning that my mother killed herself last night. I just want to say thank you all you folks that help people with depression.,2017-10-06T22:13:25+0000
209,5,2,10154805448865685_10154805609640685,data,fetched (200),54:27.0,Facebook:<post>/comments,Chronic depression for nearly 10 years... no need for a screening,2017-10-05T19:54:51+0000
210,5,2,10154805448865685_10154805513955685,data,fetched (200),54:27.0,Facebook:<post>/comments,I don't need a screener to know I'm depressed,2017-10-05T19:09:41+0000
211,5,2,10154805448865685_10154805463300685,data,fetched (200),54:27.0,Facebook:<post>/comments,I have depression. Had it for over a year.,2017-10-05T18:43:44+0000
212,5,2,10154805448865685_10154805461975685,data,fetched (200),54:27.0,Facebook:<post>/comments,What about Jr. High and High School students?,2017-10-05T18:43:02+0000
213,5,2,10154805448865685_10154817943580685,data,fetched (200),54:27.0,Facebook:<post>/comments,"if people depressed, will they get better on their own? or get worse?",2017-10-11T00:42:47+0000
214,5,2,10154805448865685_10154820359835685,data,fetched (200),54:27.0,Facebook:<post>/comments,Please help a hero that I loved dearly. Who lost his battle with mental health https://www.gofundme.com/john-king-funeral-costs any thing helps even just sharing this page,2017-10-12T03:56:16+0000
215,5,2,10154805448865685_10154816008820685,data,fetched (200),54:27.0,Facebook:<post>/comments,Mary Zakalowski PLEASE call these people please!!,2017-10-10T03:45:42+0000
216,5,2,10154805448865685_10154806058430685,data,fetched (200),54:27.0,Facebook:<post>/comments,"#RAINBOON, EVERYONE!",2017-10-05T23:44:26+0000
217,5,2,10154805448865685_10154815950155685,data,fetched (200),54:27.0,Facebook:<post>/comments,Nichole Alvarez,2017-10-10T02:50:07+0000
219,6,2,10154805235260685_10154807260890685,data,fetched (200),54:31.7,Facebook:<post>/comments,"I do not use ""committed suicide"" but do use ""died by suicide"" and ""took her own life"" when talking about my daughter's death. I don't see any difference in these words and ""she killed herself.""  Except to me, they are easier to say.",2017-10-06T14:01:20+0000
220,6,2,10154805235260685_10154807026635685,data,fetched (200),54:31.7,Facebook:<post>/comments,"I attempted a second time in 2 weeks, roommate found me with a cord around my throat. First time let me in the hospital for 4 days.",2017-10-06T11:55:34+0000
221,6,2,10154805235260685_10154806233920685,data,fetched (200),54:31.7,Facebook:<post>/comments,"As a Psychology and Sociology student, I am trying so hard to spread useful information and awareness. Thank you for sharing this!",2017-10-06T01:17:28+0000
222,6,2,10154805235260685_10154805570660685,data,fetched (200),54:31.7,Facebook:<post>/comments,"I haven't read it yet, but I thought you might be interested Ariel Pozzi",2017-10-05T19:37:09+0000
223,6,2,10154805235260685_10154805624455685,data,fetched (200),54:31.7,Facebook:<post>/comments,Annitta McQuay Roberts... something I thought might interest you,2017-10-05T20:01:36+0000
224,6,2,10154805235260685_10154806200825685,data,fetched (200),54:31.7,Facebook:<post>/comments,Very infoemative,2017-10-06T00:57:55+0000
225,6,2,10154805235260685_10154815950300685,data,fetched (200),54:31.7,Facebook:<post>/comments,Nichole Alvarez,2017-10-10T02:50:25+0000
242,7,2,10154803359090685_10154803822095685,data,fetched (200),54:44.1,Facebook:<post>/comments,The double negative though...,2017-10-05T00:32:57+0000
243,7,2,10154803359090685_10154808160130685,data,fetched (200),54:44.1,Facebook:<post>/comments,😢,2017-10-06T21:35:52+0000
244,7,2,10154803359090685_10154816009800685,data,fetched (200),54:44.1,Facebook:<post>/comments,Mary Zakalowski please reach out,2017-10-10T03:46:20+0000
227,8,2,10154800912260685_10154808983110685,data,fetched (200),54:39.4,Facebook:<post>/comments,"No no no, Jayne Smith!!!  Don't be naughty to yourself. Been there for longer than u will ever know, It is a daily struggle. I don't lilke it, but it is what it is, it is mind controlling for sure.",2017-10-07T05:36:53+0000
229,8,2,10154800912260685_10154806827965685,data,fetched (200),54:39.4,Facebook:<post>/comments,"Yes, talking helps, it gets you to the help you need. Yes we do care! Please call the number!",2017-10-06T08:37:18+0000
230,8,2,10154800912260685_10154801522385685,data,fetched (200),54:39.4,Facebook:<post>/comments,"Find one of those people and be one of them as well, when you can.",2017-10-04T01:10:11+0000
231,8,2,10154800912260685_10154801848715685,data,fetched (200),54:39.4,Facebook:<post>/comments,Don't have that person anymore.,2017-10-04T04:56:02+0000
232,8,2,10154800912260685_10154801247335685,data,fetched (200),54:39.4,Facebook:<post>/comments,Lol I'm a loser i don't have anyone 😂,2017-10-03T22:27:27+0000
233,8,2,10154800912260685_10154801626625685,data,fetched (200),54:39.4,Facebook:<post>/comments,Feeling depressed need a friend,2017-10-04T02:28:17+0000
234,8,2,10154800912260685_10154802865075685,data,fetched (200),54:39.4,Facebook:<post>/comments,Be the person.,2017-10-04T16:22:04+0000
235,8,2,10154800912260685_10154800949615685,data,fetched (200),54:39.4,Facebook:<post>/comments,"""Remember that not getting what you want is sometimes a wonderful stroke of luck."" - Dalai Lama.",2017-10-03T20:17:51+0000
236,8,2,10154800912260685_10154803973965685,data,fetched (200),54:39.4,Facebook:<post>/comments,I hope I'd be one of those people.,2017-10-05T02:16:47+0000
237,8,2,10154800912260685_10154801236895685,data,fetched (200),54:39.4,Facebook:<post>/comments,"#RAINBOON, EVERYONE!",2017-10-03T22:20:33+0000
238,8,2,10154800912260685_10154802056615685,data,fetched (200),54:39.4,Facebook:<post>/comments,Michelle Van Blommestein inspo story for your blog?,2017-10-04T07:24:22+0000
239,8,2,10154800912260685_10154802435505685,data,fetched (200),54:39.4,Facebook:<post>/comments,Nikie Price,2017-10-04T12:55:03+0000
246,9,2,10154798329425685_10154798342785685,data,fetched (200),54:48.3,Facebook:<post>/comments,Jose! I am so sorry. If you need anybody to talk to please call the hotline or I’d be more than happy to talk to you myself.,2017-10-02T19:05:08+0000
247,9,2,10154798329425685_10154798370980685,data,fetched (200),54:48.3,Facebook:<post>/comments,I still have problems from time to time. And I do still think about suicide but you guys are the first thing to come to mind to talk,2017-10-02T19:16:09+0000
249,9,2,10154798329425685_10154798360760685,data,fetched (200),54:48.3,Facebook:<post>/comments,That's an important point Dr. Draper ~ local training in crisis intervention helps you understand this issue even if you don't serve on a Crisis Line.,2017-10-02T19:11:45+0000
250,9,2,10154798329425685_10154802955000685,data,fetched (200),54:48.3,Facebook:<post>/comments,Volunteering and walking Saturday in Portland. Struggling today though.,2017-10-04T17:14:08+0000
251,9,2,10154798329425685_10154800652265685,data,fetched (200),54:48.3,Facebook:<post>/comments,He seems like such a nice guy. Perfect person to calm others down in need. I’ve lost multiple people in my life to this horrible mental illness. Wish they would have called you . Thank you for what you do! ❤️,2017-10-03T18:04:04+0000
252,9,2,10154798329425685_10154799082285685,data,fetched (200),54:48.3,Facebook:<post>/comments,Why do I have these thoughts,2017-10-03T02:07:26+0000
253,9,2,10154798329425685_10154798339235685,data,fetched (200),54:48.3,Facebook:<post>/comments,Od july 14 wish i died,2017-10-02T19:03:53+0000
254,9,2,10154798329425685_10154799677505685,data,fetched (200),54:48.3,Facebook:<post>/comments,I my not happy today,2017-10-03T09:48:47+0000
255,9,2,10154798329425685_10154798338870685,data,fetched (200),54:48.3,Facebook:<post>/comments,Wife and kids left,2017-10-02T19:03:43+0000
256,9,2,10154798329425685_10154799081805685,data,fetched (200),54:48.3,Facebook:<post>/comments,I am in crises,2017-10-03T02:06:47+0000
257,9,2,10154798329425685_10154798338425685,data,fetched (200),54:48.3,Facebook:<post>/comments,Fml,2017-10-02T19:03:25+0000
258,9,2,10154798329425685_10154798337340685,data,fetched (200),54:48.3,Facebook:<post>/comments,Hi,2017-10-02T19:02:53+0000
259,9,2,10154798329425685_10154799026125685,data,fetched (200),54:48.3,Facebook:<post>/comments,Dr. Don Draper?,2017-10-03T01:25:27+0000
260,9,2,10154798329425685_10154799677900685,data,fetched (200),54:48.3,Facebook:<post>/comments,Dizzy,2017-10-03T09:48:58+0000
261,9,2,10154798329425685_10154798397585685,data,fetched (200),54:48.3,Facebook:<post>/comments,:-( :-( :-(,2017-10-02T19:28:42+0000
262,9,2,10154798329425685_10154798392740685,data,fetched (200),54:48.3,Facebook:<post>/comments,Hi,2017-10-02T19:25:37+0000
264,10,2,10154791257135685_10154794049990685,data,fetched (200),54:53.4,Facebook:<post>/comments,"If dont want to talk in person on phone, email works too.",2017-09-30T21:35:06+0000
265,10,2,10154791257135685_10154798152045685,data,fetched (200),54:53.4,Facebook:<post>/comments,Lol at the end of the day you end up helping everyone but no one helps you 😂,2017-10-02T17:29:01+0000
266,10,2,10154791257135685_10154808991925685,data,fetched (200),54:53.4,Facebook:<post>/comments,"It has helped me much, not ashamed to admit how I fall into darkness. All I know is that I have a wonderful heart, I bring joy to others and myself. I think God's plan is for me to drive people crazy with my silly self. Think that is also what keeps me alive.😏",2017-10-07T05:41:07+0000
268,11,2,10154791709910685_10154793406010685,data,fetched (200),45:46.3,Facebook:<post>/comments,"It's an ongoing process. When someone is diagnosed with a mental illness it's forever. Accepting and Adjusting to this reality is overwhelming. Taking medicine forever is overwhelming.
Finding support is paramount. But there is help. NAMI & Nat'l suicide lifeline",2017-09-30T16:01:49+0000
269,11,2,10154791709910685_10154793386660685,data,fetched (200),45:46.3,Facebook:<post>/comments,"Yup it's been a long old fight, but this old bird ain't beaten yet.!!!!!",2017-09-30T15:51:20+0000
270,11,2,10154791709910685_10154795004910685,data,fetched (200),45:46.3,Facebook:<post>/comments,"Been alive is not a blessings is what you find in life is a blessings. We don't live life because we chose to, we live it because we were obligated to. How can something be a blessings when you are force to have it. That some more like brain washing to me.",2017-10-01T09:30:15+0000
271,11,2,10154791709910685_10154793560930685,data,fetched (200),45:46.3,Facebook:<post>/comments,"You're having an interesting life, when...
You hit rock bottom, and keep going down even deeper (like a hot knife through melted butter).",2017-09-30T17:15:42+0000
272,11,2,10154791709910685_10154802488200685,data,fetched (200),45:46.3,Facebook:<post>/comments,Keep fighting!! YOU ARE worth it. And frankly we need you here.,2017-10-04T13:15:40+0000
273,11,2,10154791709910685_10154793477015685,data,fetched (200),45:46.3,Facebook:<post>/comments,Kids today don't talk. Isn't there a number for them to text?,2017-09-30T16:30:06+0000
274,11,2,10154791709910685_10154796471055685,data,fetched (200),45:46.3,Facebook:<post>/comments,"I hate my miserable, poverty stricken life. I have no freedom to do anything because I can't afford anything. Why in the hell live if my life is so frickin miserable?",2017-10-01T22:25:15+0000
275,11,2,10154791709910685_10154797410250685,data,fetched (200),45:46.3,Facebook:<post>/comments,,2017-10-02T10:17:20+0000
276,11,2,10154791709910685_10154794670850685,data,fetched (200),45:46.3,Facebook:<post>/comments,One day at a time <3,2017-10-01T04:33:57+0000
277,11,2,10154791709910685_10154793634020685,data,fetched (200),45:46.3,Facebook:<post>/comments,U matter,2017-09-30T17:59:04+0000
278,11,2,10154791709910685_10154811272370685,data,fetched (200),45:46.3,Facebook:<post>/comments,I'm trying 😞,2017-10-08T03:44:15+0000
279,11,2,10154791709910685_10154793857220685,data,fetched (200),45:46.3,Facebook:<post>/comments,💩,2017-09-30T19:59:32+0000
281,12,2,10154791352990685_10154793394910685,data,fetched (200),45:51.8,Facebook:<post>/comments,"Many of us question why someone commits suicide. Try to listen &  seek education. Some resources are the Nat'l Suicide prevention talk line :
1-800-273-TALK
NAMI
Educate yourself & parents ask you children's school how they can help
Educate your doctors as they are educated but not always in the area of psychology....
Get involved.",2017-09-30T15:56:06+0000
282,12,2,10154791352990685_10154808999585685,data,fetched (200),45:51.8,Facebook:<post>/comments,"Jenny, u don't try to be nice, it is your innocent nature and it is a blessing to perform your daily life, though u struggle inside yourself. I think it is something we all share in common, we are mushes, most of all we are special.",2017-10-07T05:45:11+0000
283,12,2,10154791352990685_10154800272140685,data,fetched (200),45:51.8,Facebook:<post>/comments,"People say they care but they don't.. .Im one who has a big heart, I try to be nice to people at work,and they push me away...i come on too strong.. they laugh at me.  Why bother...Im stupid....",2017-10-03T15:23:01+0000
284,12,2,10154791352990685_10154795287900685,data,fetched (200),45:51.8,Facebook:<post>/comments,"If only it was this easy to prevent suicide.  Unfortunately some of these preventive measures just lead to guilt for those left behind. We may never understand why someone would take their own life and how ""we"" might prevent it.  The only person that can prevent suicide is the person considering it.",2017-10-01T13:25:30+0000
285,12,2,10154791352990685_10154799130265685,data,fetched (200),45:51.8,Facebook:<post>/comments,hi...,2017-10-03T02:40:19+0000
286,12,2,10154791352990685_10154794369420685,data,fetched (200),45:51.8,Facebook:<post>/comments,Katherine Naranjo,2017-10-01T00:37:21+0000
